split,clase,path,name,suffix,size_bytes,width,height,mode,sha256,phash,readable,error
raw,atencion,dataset/raw/atencion/atencion_00001.jpg,atencion_00001.jpg,.jpg,27587,224,224,RGB,fefb0450984bbf9ae7a56c2f59256e4779530581cf1df5f5976bf2464eab6f5c,f9918de2123fdb40,True,
raw,atencion,dataset/raw/atencion/atencion_00004.jpg,atencion_00004.jpg,.jpg,23859,224,224,RGB,39012e72cfdde87a3d4e0fe81e635b9bef6590ef922fb8f6ded8753fdceb13a5,faa525503de2a64b,True,
raw,atencion,dataset/raw/atencion/atencion_00005.jpg,atencion_00005.jpg,.jpg,28286,224,224,RGB,f04c61567d9bfe520eab7e44f1fd1c2811250f6b295f4af50d523b7bc0089086,85b96ad279cc22f8,True,
raw,atencion,dataset/raw/atencion/atencion_00012.jpg,atencion_00012.jpg,.jpg,21963,224,224,RGB,f4e2f07b14fd467101ed0655b6f802765707da6533c202f28d7d5e722df7708c,96eae0e9cc643dc4,True,
raw,atencion,dataset/raw/atencion/atencion_00034.jpg,atencion_00034.jpg,.jpg,32794,224,224,RGB,df6a17ee52c8373fe86f0a2ed0ed7a8cc88e4a091ad983304f89194f570319c3,d2c1bba47a88b4ae,True,
raw,atencion,dataset/raw/atencion/atencion_00043.jpg,atencion_00043.jpg,.jpg,32367,224,224,RGB,944612659e86d9e0968c09dd08c2aef806bc739d7206b8840f3ef01d8c5ace47,eafb2c4632d8c585,True,
raw,atencion,dataset/raw/atencion/atencion_00044.jpg,atencion_00044.jpg,.jpg,33735,224,224,RGB,60c64f9a31ca72c1f07476ee8a2508c8d69b8df4fd248b7dd3d78819a7f65d81,95d54e2b8dc4e616,True,
raw,atencion,dataset/raw/atencion/atencion_00049.jpg,atencion_00049.jpg,.jpg,36349,224,224,RGB,43dc90e0eb185625ae253075d11991cd1f86c1304f374f03b424c2af9e4dca71,a358f40b6592db2d,True,
raw,atencion,dataset/raw/atencion/atencion_00057.jpg,atencion_00057.jpg,.jpg,28710,224,224,RGB,72c450d286e7be8f31b03abd1376b6a07ab43713957b211d991f0df8c82f1fed,c10b323ecc971f6a,True,
raw,atencion,dataset/raw/atencion/atencion_00068.jpg,atencion_00068.jpg,.jpg,33449,224,224,RGB,60cf148449438f4d09c650b4f48d5fbc49af546dae21ad393f5aa6770622f76f,ae9ad5a0df909e11,True,
raw,atencion,dataset/raw/atencion/atencion_00077.jpg,atencion_00077.jpg,.jpg,17176,224,224,RGB,8d429d8bd26a8509e58756f2d8993aa420e4a9c7b5c46dfc85b06b63a55ada4f,8cd136267bc6c9ca,True,
raw,atencion,dataset/raw/atencion/atencion_00098.jpg,atencion_00098.jpg,.jpg,34755,224,224,RGB,86044ec32733fba09bf8ede376ba338e182f9d382a2c190219494b4cc2b9b3fe,d0c0def1d26a43d9,True,
raw,atencion,dataset/raw/atencion/atencion_00148.jpg,atencion_00148.jpg,.jpg,21902,224,224,RGB,ae7d62db168a63814a1ce9c9a9255941d9a3e88c944f67fa627096f38c9f1ae7,8a59fa32b806f31d,True,
raw,atencion,dataset/raw/atencion/atencion_00151.jpg,atencion_00151.jpg,.jpg,25183,224,224,RGB,82efd0eba7133041c4afc866c69225949c10941434bda83318fcc227fe27dfc5,df8166be93802dc3,True,
raw,atencion,dataset/raw/atencion/atencion_00167.jpg,atencion_00167.jpg,.jpg,18254,224,224,RGB,aff5f6865ebc1251beb395b8f6b352b01f0abefab9c5b2ff348ad5366afd1664,b98dc63d84b2e538,True,
raw,atencion,dataset/raw/atencion/atencion_00177.jpg,atencion_00177.jpg,.jpg,27349,224,224,RGB,a9523199e3ab8caaf05dd7c05df9b3d4b7cf57d855a915d0a38c449460cce7c9,d7be79c12e7060c2,True,
raw,atencion,dataset/raw/atencion/atencion_00179.jpg,atencion_00179.jpg,.jpg,22836,224,224,RGB,8b922df225071edc2ca4d534a6c4173b38852e4efe5057da06b65c55921fce89,cb746c3865939a5c,True,
raw,atencion,dataset/raw/atencion/atencion_00197.jpg,atencion_00197.jpg,.jpg,22710,224,224,RGB,b70ad1c990c71f89a48a6074acc9d51ce9aa3c92b83e48271dfa312b7420d3dc,898530aec71db5b3,True,
raw,atencion,dataset/raw/atencion/atencion_00202.jpg,atencion_00202.jpg,.jpg,25059,224,224,RGB,f65bfe198cdd6b8632dbd5f92922d826ef1ba9c4bad8ab49547eef0bcee6367b,c18f3c64e8f98cb4,True,
raw,atencion,dataset/raw/atencion/atencion_00205.jpg,atencion_00205.jpg,.jpg,29735,224,224,RGB,469794880daebedfbd68ae6e527cfff824bca3bc693cfc94b8d1a9713ade88f9,ae9d13a658dc8e2a,True,
raw,atencion,dataset/raw/atencion/atencion_00209.jpg,atencion_00209.jpg,.jpg,22161,224,224,RGB,c2e5e17c91a60c7ab90a899c9379b27e499444d9e2c17e22a55fa0659bc35a0c,89726a5c16d69f16,True,
raw,atencion,dataset/raw/atencion/atencion_00223.jpg,atencion_00223.jpg,.jpg,23592,224,224,RGB,e07b4f7821de312aac0e1fb424865c9aa257348b30c326abc3bf09d0ab8dcf89,d37a2c6d840e9a3b,True,
raw,atencion,dataset/raw/atencion/atencion_00225.jpg,atencion_00225.jpg,.jpg,27455,224,224,RGB,6dd5f8afb2a9f6fdf63afd2941e8ad871a8b2d5d20aef4dcf8b6f08dc1f27790,c5a03894d348efb7,True,
raw,atencion,dataset/raw/atencion/atencion_00233.jpg,atencion_00233.jpg,.jpg,24315,224,224,RGB,96f43dbcabdbfa21d784bdcaa3f6edc1dd59c9548a9bf1717f5b73922653ec4f,c311b17ebc32b546,True,
raw,atencion,dataset/raw/atencion/atencion_00234.jpg,atencion_00234.jpg,.jpg,24536,224,224,RGB,46b38a60d3b8693fe9a6db371ef80ba0eb16b877867040d38b9c3b23080dae42,b20f89d63ed87027,True,
raw,atencion,dataset/raw/atencion/atencion_00239.jpg,atencion_00239.jpg,.jpg,27838,224,224,RGB,cc96df2bf29d0957ad36b40595042aaa8a034564ad1c66b2af3caee5f7dfae19,c49339b932e6643e,True,
raw,atencion,dataset/raw/atencion/atencion_00254.jpg,atencion_00254.jpg,.jpg,21078,224,224,RGB,074ccfd7023aae0b2092cb9508ce22e635cd216bfff67b3091e98f0a117179a2,c38dbe33d174c948,True,
raw,atencion,dataset/raw/atencion/atencion_00272.jpg,atencion_00272.jpg,.jpg,22011,224,224,RGB,de94179579786e34ecce7a11f9d6774ca8651c78977203aee9e87b32a00def8b,ce11b8668c75d963,True,
raw,atencion,dataset/raw/atencion/atencion_00280.jpg,atencion_00280.jpg,.jpg,30709,224,224,RGB,0018cdb58121ea7395a9162704ead00a8d33d19ee1ac2fcd7b3723b761492d91,e61844ecc3f9f095,True,
raw,atencion,dataset/raw/atencion/atencion_00287.jpg,atencion_00287.jpg,.jpg,33570,224,224,RGB,63ed8f2c5ccdd6a018d669595ef0d3b9429b488d05faaee4b9b7f3a79bc543e6,d5d6cc235ad8a64c,True,
raw,atencion,dataset/raw/atencion/atencion_00289.jpg,atencion_00289.jpg,.jpg,30418,224,224,RGB,d205c60bb1c7cfcf40105ce11675b0849d7bea5fc9568bc57070787313bbe14e,a3a80cc3d61ebf4c,True,
raw,atencion,dataset/raw/atencion/atencion_00301.jpg,atencion_00301.jpg,.jpg,34095,224,224,RGB,4599ac1332b048cf1dce2ba466806ee5ab0accd948c48f3ee5128136bebd8d9d,d357bc15a551e107,True,
raw,atencion,dataset/raw/atencion/atencion_00302.jpg,atencion_00302.jpg,.jpg,16499,224,224,RGB,da33ef5ce5c08f37a34fe962b38c97226af4b710855ec20f59aecad671bec443,c008147bfcfcf2d2,True,
raw,atencion,dataset/raw/atencion/atencion_00310.jpg,atencion_00310.jpg,.jpg,27006,224,224,RGB,993e7e6a09b3040739ddd0648c199336b8a24e9f142adc7cac3ea070882c1875,a9d2d401da3de68b,True,
raw,atencion,dataset/raw/atencion/atencion_00311.jpg,atencion_00311.jpg,.jpg,17097,224,224,RGB,aea39dcc2735e38765563038d8dbb8d831cf2292ca23ba90d9dab43ec21cf9a4,89c23db482dae86f,True,
raw,atencion,dataset/raw/atencion/atencion_00319.jpg,atencion_00319.jpg,.jpg,27150,224,224,RGB,0e956569773fef27fbca548a7137b527035270cd614ac06c89fa97bb6a3872c8,f6b6e6a1607159c1,True,
raw,atencion,dataset/raw/atencion/atencion_00336.jpg,atencion_00336.jpg,.jpg,23875,224,224,RGB,6c4c88e081105283ef65dcca6a5263f0455ee05680c9cd7eb08dd4d5761b71e6,89ded66ef298202b,True,
raw,atencion,dataset/raw/atencion/atencion_00343.jpg,atencion_00343.jpg,.jpg,10579,224,224,RGB,44217c453e4c788ce64f169ee0796a60970327c5f3b7917c1f3a373cffd5c971,ea95846e33936c3c,True,
raw,atencion,dataset/raw/atencion/atencion_00345.jpg,atencion_00345.jpg,.jpg,25687,224,224,RGB,82474248008e7939bf4ad206f90534b8008bfa38c1406f0d312aea5cbdac2124,faba6b433290b0ec,True,
